"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","463","POST delete_db","tests_api","Sun Dec 28 02:12:50 UTC 2025","skipped","Sun Dec 28 02:12:51 UTC 2025","TestPOST","POST","",""
"","375","POST registration email is taken for bg-bg","tests_api","Sun Dec 28 02:12:35 UTC 2025","passed","Sun Dec 28 02:12:35 UTC 2025","TestPOST","POST","",""
"","352","POST registration for English language not agree.","tests_api","Sun Dec 28 02:12:33 UTC 2025","passed","Sun Dec 28 02:12:34 UTC 2025","TestPOST","POST","",""
"","352","GET list list_dbtypes.","tests_api","Sun Dec 28 02:12:30 UTC 2025","passed","Sun Dec 28 02:12:31 UTC 2025","TestGET","GET","",""
"","353","POST db_create_with_wrong_db_type.","tests_api","Sun Dec 28 02:12:41 UTC 2025","failed","Sun Dec 28 02:12:42 UTC 2025","TestPOST","POST","",""
"","368","POST db_create_with_wrong_env.","tests_api","Sun Dec 28 02:12:59 UTC 2025","failed","Sun Dec 28 02:12:59 UTC 2025","TestPOST","smoke_databases","",""
"","349","POST change_password_without_token","tests_api","Sun Dec 28 02:12:45 UTC 2025","passed","Sun Dec 28 02:12:46 UTC 2025","TestPOST","POST","",""
"","354","POST checking ports_len negative range","tests_api","Sun Dec 28 02:12:48 UTC 2025","passed","Sun Dec 28 02:12:48 UTC 2025","TestPOST","POST","",""
"","1059","POST login/is_logged/logout","tests_api","Sun Dec 28 02:12:38 UTC 2025","passed","Sun Dec 28 02:12:39 UTC 2025","TestPOST","POST","",""
"","374","POST login","tests_api","Sun Dec 28 02:12:36 UTC 2025","passed","Sun Dec 28 02:12:36 UTC 2025","TestPOST","POST","",""
"","1334","POST create_docker_container","tests_api","Sun Dec 28 02:12:46 UTC 2025","failed","Sun Dec 28 02:12:47 UTC 2025","TestPOST","POST","",""
"","387","GET list list_dbenvs.","tests_api","Sun Dec 28 02:12:31 UTC 2025","passed","Sun Dec 28 02:12:32 UTC 2025","TestGET","GET","",""
"","60834","POST delete_db","tests_api","Sun Dec 28 02:13:16 UTC 2025","failed","Sun Dec 28 02:14:17 UTC 2025","TestPOST","smoke_databases","",""
"","615","test_ids_is_not_repeated_on_login_page","tests_ui","Sun Dec 28 02:14:31 UTC 2025","passed","Sun Dec 28 02:14:32 UTC 2025","TestLoginPage","Test Login Page.","",""
"","564","POST create_docker_container_without_token","tests_api","Sun Dec 28 02:12:49 UTC 2025","passed","Sun Dec 28 02:12:50 UTC 2025","TestPOST","POST","",""
"","535","GET qstatus.","tests_api","Sun Dec 28 02:14:19 UTC 2025","passed","Sun Dec 28 02:14:20 UTC 2025","TestGET","GET","",""
"","737","POST change_password","tests_api","Sun Dec 28 02:12:44 UTC 2025","passed","Sun Dec 28 02:12:45 UTC 2025","TestPOST","POST","",""
