"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","592","POST is_logged_with_wrong_token","tests_api","Sun Jan 04 02:20:50 UTC 2026","passed","Sun Jan 04 02:20:51 UTC 2026","TestPOST","POST","",""
"","1677","Deleting a DB with results check in the Account Dashboard table","tests_ui","Sun Jan 04 02:23:08 UTC 2026","broken","Sun Jan 04 02:23:09 UTC 2026","TestProfilePage","Test Profile Page.","",""
"","382","POST change_password_without_token","tests_api","Sun Jan 04 02:21:01 UTC 2026","passed","Sun Jan 04 02:21:01 UTC 2026","TestPOST","POST","",""
"","359","POST check static webpages without toke.","tests_api","Sun Jan 04 02:21:13 UTC 2026","failed","Sun Jan 04 02:21:13 UTC 2026","TestStaticWebPages","Test Static webpages","",""
"","1171","POST login/is_logged/logout","tests_api","Sun Jan 04 02:20:52 UTC 2026","passed","Sun Jan 04 02:20:54 UTC 2026","TestPOST","POST","",""
"","15889","POST db_list_with_filter","tests_api","Sun Jan 04 02:21:17 UTC 2026","passed","Sun Jan 04 02:21:33 UTC 2026","TestPOST","smoke_databases","",""
"","60897","POST delete_db","tests_api","Sun Jan 04 02:21:33 UTC 2026","failed","Sun Jan 04 02:22:34 UTC 2026","TestPOST","smoke_databases","",""
"","0","POST get token and other params.","tests_api","Sun Jan 04 02:21:13 UTC 2026","passed","Sun Jan 04 02:21:13 UTC 2026","TestPOST","smoke_databases","",""
"","374","POST checking ports_len negative symbols","tests_api","Sun Jan 04 02:21:04 UTC 2026","passed","Sun Jan 04 02:21:04 UTC 2026","TestPOST","POST","",""
"","384","POST db_create_with_wrong_db_type.","tests_api","Sun Jan 04 02:21:14 UTC 2026","failed","Sun Jan 04 02:21:15 UTC 2026","TestPOST","smoke_databases","",""
"","362","GET bad_request.","tests_api","Sun Jan 04 02:22:36 UTC 2026","passed","Sun Jan 04 02:22:36 UTC 2026","TestGET","GET","",""
"","413","test order db create backup","tests_api","Sun Jan 04 02:21:08 UTC 2026","failed","Sun Jan 04 02:21:09 UTC 2026","TestBackup","Test Backup","",""
"","374","POST registration Bulgaria language not agree.","tests_api","Sun Jan 04 02:20:48 UTC 2026","passed","Sun Jan 04 02:20:48 UTC 2026","TestPOST","POST","",""
"","396","POST db_create_with_wrong_env.","tests_api","Sun Jan 04 02:20:57 UTC 2026","failed","Sun Jan 04 02:20:58 UTC 2026","TestPOST","POST","",""
"","385","POST db_create_with_wrong_db_version.","tests_api","Sun Jan 04 02:20:57 UTC 2026","failed","Sun Jan 04 02:20:57 UTC 2026","TestPOST","POST","",""
"","0","POST get token and other params.","tests_api","Sun Jan 04 02:21:13 UTC 2026","passed","Sun Jan 04 02:21:13 UTC 2026","TestStaticWebPages","Test Static webpages","",""
