"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Get token.","tests_api","Mon Nov 17 01:55:00 UTC 2025","passed","Mon Nov 17 01:55:00 UTC 2025","TestGET","GET","",""
"","635","GET qstatus.","tests_api","Mon Nov 17 01:57:01 UTC 2025","passed","Mon Nov 17 01:57:02 UTC 2025","TestGET","GET","",""
"","580","POST db_list_with_filter","tests_api","Mon Nov 17 01:55:19 UTC 2025","skipped","Mon Nov 17 01:55:19 UTC 2025","TestPOST","POST","",""
"","466","POST db_create_with_wrong_region.","tests_api","Mon Nov 17 01:55:17 UTC 2025","failed","Mon Nov 17 01:55:18 UTC 2025","TestPOST","POST","",""
"","485","GET list list_regions.","tests_api","Mon Nov 17 01:57:00 UTC 2025","passed","Mon Nov 17 01:57:00 UTC 2025","TestGET","GET","",""
"","1346","Checking the opening of the statistics page","tests_ui","Mon Nov 17 01:57:24 UTC 2025","passed","Mon Nov 17 01:57:25 UTC 2025","TestProfilePage","Test Profile Page.","",""
"","1416","Checking the ""Static Sites"" table header","tests_ui","Mon Nov 17 01:57:26 UTC 2025","passed","Mon Nov 17 01:57:27 UTC 2025","TestProfilePage","Test Profile Page.","",""
"","961","POST is logout","tests_api","Mon Nov 17 01:55:10 UTC 2025","passed","Mon Nov 17 01:55:11 UTC 2025","TestPOST","POST","",""
"","470","POST checking ports_len negative symbols","tests_api","Mon Nov 17 01:55:25 UTC 2025","passed","Mon Nov 17 01:55:25 UTC 2025","TestPOST","POST","",""
"","483","GET probe.","tests_api","Mon Nov 17 01:57:01 UTC 2025","passed","Mon Nov 17 01:57:01 UTC 2025","TestGET","GET","",""
"","61103","POST delete_db","tests_api","Mon Nov 17 01:55:56 UTC 2025","failed","Mon Nov 17 01:56:57 UTC 2025","TestPOST","smoke_databases","",""
"","484","GET list list_dbenvs.","tests_api","Mon Nov 17 01:56:59 UTC 2025","passed","Mon Nov 17 01:57:00 UTC 2025","TestGET","GET","",""
"","482","POST db_create_with_wrong_db_type.","tests_api","Mon Nov 17 01:55:16 UTC 2025","failed","Mon Nov 17 01:55:16 UTC 2025","TestPOST","POST","",""
"","480","POST registration email is taken for bg-bg","tests_api","Mon Nov 17 01:55:07 UTC 2025","passed","Mon Nov 17 01:55:08 UTC 2025","TestPOST","POST","",""
"","0","Get token.","tests_api","Mon Nov 17 01:54:57 UTC 2025","passed","Mon Nov 17 01:54:57 UTC 2025","TestFull","Test Connection DB","",""
"","603","POST delete_all_created_db","tests_api","Mon Nov 17 01:55:29 UTC 2025","skipped","Mon Nov 17 01:55:29 UTC 2025","TestPOST","POST","",""
"","3451","test_links","tests_ui","Mon Nov 17 01:57:13 UTC 2025","passed","Mon Nov 17 01:57:16 UTC 2025","TestMainPage","Test Main Page.","",""
"","972","POST db_create","tests_api","Mon Nov 17 01:55:37 UTC 2025","failed","Mon Nov 17 01:55:38 UTC 2025","TestPOST","smoke_databases","",""
"","611","GET list list_dbtypes.","tests_api","Mon Nov 17 01:55:01 UTC 2025","passed","Mon Nov 17 01:55:01 UTC 2025","TestGET","GET","",""
"","473","POST change_password_with_wrong_data","tests_api","Mon Nov 17 01:55:20 UTC 2025","passed","Mon Nov 17 01:55:21 UTC 2025","TestPOST","POST","",""
"","615","GET list list_dbenvs.","tests_api","Mon Nov 17 01:55:02 UTC 2025","passed","Mon Nov 17 01:55:03 UTC 2025","TestGET","GET","",""
"","0","POST get token and other params.","tests_api","Mon Nov 17 01:55:04 UTC 2025","passed","Mon Nov 17 01:55:04 UTC 2025","TestPOST","POST","",""
