"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","562","GET list list_dbenvs.","tests_api","Fri Nov 14 01:54:17 UTC 2025","passed","Fri Nov 14 01:54:18 UTC 2025","TestGET","GET","",""
"","0","POST get token and other params.","tests_api","Fri Nov 14 01:54:19 UTC 2025","passed","Fri Nov 14 01:54:19 UTC 2025","TestPOST","POST","",""
"","398","POST db_create_with_wrong_env.","tests_api","Fri Nov 14 01:54:51 UTC 2025","failed","Fri Nov 14 01:54:52 UTC 2025","TestPOST","smoke_databases","",""
"","490","POST change_password_without_token","tests_api","Fri Nov 14 01:54:35 UTC 2025","passed","Fri Nov 14 01:54:36 UTC 2025","TestPOST","POST","",""
"","8857","Creating a mysql8 database with DB hosts region CIS","tests_ui","Fri Nov 14 01:56:36 UTC 2025","broken","Fri Nov 14 01:56:45 UTC 2025","TestProfilePage","Test Profile Page.","",""
"","437","test order db create backup","tests_api","Fri Nov 14 01:54:43 UTC 2025","failed","Fri Nov 14 01:54:44 UTC 2025","TestBackup","Test Backup","",""
"","827","POST db_create","tests_api","Fri Nov 14 01:54:30 UTC 2025","failed","Fri Nov 14 01:54:31 UTC 2025","TestPOST","POST","",""
"","425","POST create_docker_container","tests_api","Fri Nov 14 01:54:33 UTC 2025","passed","Fri Nov 14 01:54:34 UTC 2025","TestPOST","POST","",""
"","451","test order db create backup without uuid","tests_api","Fri Nov 14 01:54:46 UTC 2025","passed","Fri Nov 14 01:54:46 UTC 2025","TestBackup","Test Backup","",""
"","417","GET bad_request.","tests_api","Fri Nov 14 01:56:12 UTC 2025","passed","Fri Nov 14 01:56:13 UTC 2025","TestGET","GET","",""
"","887","POST db_create","tests_api","Fri Nov 14 01:54:49 UTC 2025","failed","Fri Nov 14 01:54:50 UTC 2025","TestPOST","smoke_databases","",""
"","497","POST registration Bulgaria language.","tests_api","Fri Nov 14 01:54:21 UTC 2025","passed","Fri Nov 14 01:54:21 UTC 2025","TestPOST","POST","",""
"","425","POST registration Bulgaria language not agree.","tests_api","Fri Nov 14 01:54:21 UTC 2025","passed","Fri Nov 14 01:54:22 UTC 2025","TestPOST","POST","",""
"","484","POST registration email is taken for bg-bg","tests_api","Fri Nov 14 01:54:22 UTC 2025","passed","Fri Nov 14 01:54:23 UTC 2025","TestPOST","POST","",""
"","424","POST delete_container","tests_api","Fri Nov 14 01:54:40 UTC 2025","broken","Fri Nov 14 01:54:41 UTC 2025","TestPOST","POST","",""
"","652","test_ids_is_not_repeated_on_login_page","tests_ui","Fri Nov 14 01:56:26 UTC 2025","passed","Fri Nov 14 01:56:27 UTC 2025","TestLoginPage","Test Login Page.","",""
"","563","POST delete_all_created_db","tests_api","Fri Nov 14 01:54:42 UTC 2025","skipped","Fri Nov 14 01:54:43 UTC 2025","TestPOST","POST","",""
"","389","POST checking ports_len negative range","tests_api","Fri Nov 14 01:54:38 UTC 2025","passed","Fri Nov 14 01:54:39 UTC 2025","TestPOST","POST","",""
"","449","POST db_create_with_wrong_db_version.","tests_api","Fri Nov 14 01:54:31 UTC 2025","failed","Fri Nov 14 01:54:32 UTC 2025","TestPOST","POST","",""
"","580","GET qstatus.","tests_api","Fri Nov 14 01:56:13 UTC 2025","passed","Fri Nov 14 01:56:14 UTC 2025","TestGET","GET","",""
"","437","POST checking ports_len negative len","tests_api","Fri Nov 14 01:54:39 UTC 2025","passed","Fri Nov 14 01:54:39 UTC 2025","TestPOST","POST","",""
"","559","POST registration email is taken for en-us","tests_api","Fri Nov 14 01:54:22 UTC 2025","passed","Fri Nov 14 01:54:22 UTC 2025","TestPOST","POST","",""
"","425","POST create_docker_container_without_token","tests_api","Fri Nov 14 01:54:39 UTC 2025","passed","Fri Nov 14 01:54:40 UTC 2025","TestPOST","POST","",""
"","425","POST db_create_with_wrong_db_version.","tests_api","Fri Nov 14 01:54:51 UTC 2025","failed","Fri Nov 14 01:54:51 UTC 2025","TestPOST","smoke_databases","",""
"","398","POST db_create_with_wrong_region.","tests_api","Fri Nov 14 01:54:52 UTC 2025","failed","Fri Nov 14 01:54:52 UTC 2025","TestPOST","smoke_databases","",""
"","583","GET list list_regions.","tests_api","Fri Nov 14 01:54:18 UTC 2025","passed","Fri Nov 14 01:54:18 UTC 2025","TestGET","GET","",""
"","568","GET tos.","tests_api","Fri Nov 14 01:54:16 UTC 2025","passed","Fri Nov 14 01:54:16 UTC 2025","TestGET","GET","",""
"","433","POST change_password_with_wrong_data","tests_api","Fri Nov 14 01:54:35 UTC 2025","passed","Fri Nov 14 01:54:35 UTC 2025","TestPOST","POST","",""
"","1259","Checking the opening of the statistics page","tests_ui","Fri Nov 14 01:56:32 UTC 2025","passed","Fri Nov 14 01:56:33 UTC 2025","TestProfilePage","Test Profile Page.","",""
"","555","POST registration for English language.","tests_api","Fri Nov 14 01:54:20 UTC 2025","passed","Fri Nov 14 01:54:20 UTC 2025","TestPOST","POST","",""
"","0","Get token.","tests_api","Fri Nov 14 01:54:13 UTC 2025","passed","Fri Nov 14 01:54:13 UTC 2025","TestFull","Test Connection DB","",""
"","1419","POST logout with wrong logout token","tests_api","Fri Nov 14 01:54:28 UTC 2025","passed","Fri Nov 14 01:54:29 UTC 2025","TestPOST","POST","",""
"","434","POST db_create_with_wrong_db_type.","tests_api","Fri Nov 14 01:54:50 UTC 2025","failed","Fri Nov 14 01:54:51 UTC 2025","TestPOST","smoke_databases","",""
"","650","POST checking ports_len positive","tests_api","Fri Nov 14 01:54:37 UTC 2025","failed","Fri Nov 14 01:54:38 UTC 2025","TestPOST","POST","",""
"","3175","test_links","tests_ui","Fri Nov 14 01:56:21 UTC 2025","passed","Fri Nov 14 01:56:25 UTC 2025","TestMainPage","Test Main Page.","",""
"","396","test order db create backup with wrong uuid","tests_api","Fri Nov 14 01:54:45 UTC 2025","failed","Fri Nov 14 01:54:45 UTC 2025","TestBackup","Test Backup","",""
"","450","GET list list_dbtypes.","tests_api","Fri Nov 14 01:54:16 UTC 2025","passed","Fri Nov 14 01:54:17 UTC 2025","TestGET","GET","",""
"","552","POST db_list","tests_api","Fri Nov 14 01:54:52 UTC 2025","passed","Fri Nov 14 01:54:53 UTC 2025","TestPOST","smoke_databases","",""
"","446","GET tos.","tests_api","Fri Nov 14 01:56:10 UTC 2025","passed","Fri Nov 14 01:56:10 UTC 2025","TestGET","GET","",""
"","0","POST get token and other params.","tests_api","Fri Nov 14 01:54:49 UTC 2025","passed","Fri Nov 14 01:54:49 UTC 2025","TestPOST","smoke_databases","",""
"","388","GET list list_regions.","tests_api","Fri Nov 14 01:56:12 UTC 2025","passed","Fri Nov 14 01:56:12 UTC 2025","TestGET","GET","",""
"","450","POST is_logged_with_wrong_token","tests_api","Fri Nov 14 01:54:24 UTC 2025","passed","Fri Nov 14 01:54:25 UTC 2025","TestPOST","POST","",""
"","1452","POST login/is_logged/logout","tests_api","Fri Nov 14 01:54:26 UTC 2025","passed","Fri Nov 14 01:54:27 UTC 2025","TestPOST","POST","",""
"","445","POST db_create_with_wrong_region.","tests_api","Fri Nov 14 01:54:32 UTC 2025","failed","Fri Nov 14 01:54:32 UTC 2025","TestPOST","POST","",""
"","449","GET list list_dbenvs.","tests_api","Fri Nov 14 01:56:11 UTC 2025","passed","Fri Nov 14 01:56:12 UTC 2025","TestGET","GET","",""
"","450","POST db_create_with_wrong_db_type.","tests_api","Fri Nov 14 01:54:31 UTC 2025","failed","Fri Nov 14 01:54:31 UTC 2025","TestPOST","POST","",""
"","684","POST db_list","tests_api","Fri Nov 14 01:54:32 UTC 2025","passed","Fri Nov 14 01:54:33 UTC 2025","TestPOST","POST","",""
