"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2758","Checking the copy of the database UUID","tests_ui","Mon Dec 22 02:08:56 UTC 2025","passed","Mon Dec 22 02:08:59 UTC 2025","TestProfilePage","Test Profile Page.","",""
"","329","POST registration for English language not agree.","tests_api","Mon Dec 22 02:06:28 UTC 2025","passed","Mon Dec 22 02:06:28 UTC 2025","TestPOST","POST","",""
"","306","POST db_create_with_wrong_db_type.","tests_api","Mon Dec 22 02:06:50 UTC 2025","failed","Mon Dec 22 02:06:50 UTC 2025","TestPOST","smoke_databases","",""
"","869","Checking the uniqueness of ID elements on the profile page","tests_ui","Mon Dec 22 02:08:36 UTC 2025","passed","Mon Dec 22 02:08:37 UTC 2025","TestProfilePage","Test Profile Page.","",""
"","1034","POST logout with wrong logout token","tests_api","Mon Dec 22 02:06:33 UTC 2025","passed","Mon Dec 22 02:06:34 UTC 2025","TestPOST","POST","",""
"","306","POST db_create_with_wrong_env.","tests_api","Mon Dec 22 02:06:36 UTC 2025","failed","Mon Dec 22 02:06:36 UTC 2025","TestPOST","POST","",""
"","296","GET bad_request.","tests_api","Mon Dec 22 02:06:27 UTC 2025","passed","Mon Dec 22 02:06:27 UTC 2025","TestGET","GET","",""
"","0","Get token.","tests_api","Mon Dec 22 02:06:22 UTC 2025","passed","Mon Dec 22 02:06:22 UTC 2025","TestFull","Test Connection DB","",""
"","637","POST db_create","tests_api","Mon Dec 22 02:06:35 UTC 2025","failed","Mon Dec 22 02:06:35 UTC 2025","TestPOST","POST","",""
"","550","POST registration email is taken for unsupported languages","tests_api","Mon Dec 22 02:06:30 UTC 2025","passed","Mon Dec 22 02:06:30 UTC 2025","TestPOST","POST","",""
"","523","POST db_create_with_wrong_region.","tests_api","Mon Dec 22 02:06:36 UTC 2025","failed","Mon Dec 22 02:06:37 UTC 2025","TestPOST","POST","",""
