"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Get token.","tests_api","Wed Nov 19 01:53:16 UTC 2025","passed","Wed Nov 19 01:53:16 UTC 2025","TestFull","Test Connection DB","",""
"","302","POST db_create_with_wrong_region.","tests_api","Wed Nov 19 01:53:29 UTC 2025","failed","Wed Nov 19 01:53:30 UTC 2025","TestPOST","POST","",""
"","304","GET list db_versions.","tests_api","Wed Nov 19 01:55:02 UTC 2025","passed","Wed Nov 19 01:55:02 UTC 2025","TestGET","GET","",""
"","306","GET probe.","tests_api","Wed Nov 19 01:55:03 UTC 2025","passed","Wed Nov 19 01:55:03 UTC 2025","TestGET","GET","",""
"","916","POST logout with wrong logout token","tests_api","Wed Nov 19 01:53:27 UTC 2025","passed","Wed Nov 19 01:53:28 UTC 2025","TestPOST","POST","",""
"","395","POST delete_db","tests_api","Wed Nov 19 01:53:36 UTC 2025","skipped","Wed Nov 19 01:53:37 UTC 2025","TestPOST","POST","",""
"","308","POST create_docker_container_without_token","tests_api","Wed Nov 19 01:53:35 UTC 2025","passed","Wed Nov 19 01:53:35 UTC 2025","TestPOST","POST","",""
"","60686","POST delete_db","tests_api","Wed Nov 19 01:54:00 UTC 2025","failed","Wed Nov 19 01:55:01 UTC 2025","TestPOST","smoke_databases","",""
"","419","GET qstatus.","tests_api","Wed Nov 19 01:55:03 UTC 2025","passed","Wed Nov 19 01:55:04 UTC 2025","TestGET","GET","",""
"","321","test order db create backup","tests_api","Wed Nov 19 01:53:38 UTC 2025","failed","Wed Nov 19 01:53:38 UTC 2025","TestBackup","Test Backup","",""
"","8117","Creating a mysql8 database with DB hosts region CIS","tests_ui","Wed Nov 19 01:55:27 UTC 2025","broken","Wed Nov 19 01:55:35 UTC 2025","TestProfilePage","Test Profile Page.","",""
"","5911","Checking the copy of the database UUID","tests_ui","Wed Nov 19 01:55:40 UTC 2025","broken","Wed Nov 19 01:55:46 UTC 2025","TestProfilePage","Test Profile Page.","",""
"","305","POST delete_container","tests_api","Wed Nov 19 01:53:36 UTC 2025","broken","Wed Nov 19 01:53:36 UTC 2025","TestPOST","POST","",""
"","3707","Deleting a DB with results check in the Account Dashboard table","tests_ui","Wed Nov 19 01:55:36 UTC 2025","failed","Wed Nov 19 01:55:39 UTC 2025","TestProfilePage","Test Profile Page.","",""
"","307","test order db create backup with wrong token","tests_api","Wed Nov 19 01:53:38 UTC 2025","passed","Wed Nov 19 01:53:39 UTC 2025","TestBackup","Test Backup","",""
"","1200","POST create_docker_container","tests_api","Wed Nov 19 01:53:32 UTC 2025","failed","Wed Nov 19 01:53:33 UTC 2025","TestPOST","POST","",""
"","319","POST registration for English language.","tests_api","Wed Nov 19 01:53:21 UTC 2025","passed","Wed Nov 19 01:53:21 UTC 2025","TestPOST","POST","",""
"","0","POST get token and other params.","tests_api","Wed Nov 19 01:53:42 UTC 2025","passed","Wed Nov 19 01:53:42 UTC 2025","TestPOST","smoke_databases","",""
"","384","GET list list_dbenvs.","tests_api","Wed Nov 19 01:53:19 UTC 2025","passed","Wed Nov 19 01:53:19 UTC 2025","TestGET","GET","",""
"","306","POST login","tests_api","Wed Nov 19 01:53:23 UTC 2025","passed","Wed Nov 19 01:53:24 UTC 2025","TestPOST","POST","",""
"","306","POST checking ports_len negative symbols","tests_api","Wed Nov 19 01:53:34 UTC 2025","passed","Wed Nov 19 01:53:35 UTC 2025","TestPOST","POST","",""
"","0","Get token.","tests_api","Wed Nov 19 01:55:01 UTC 2025","passed","Wed Nov 19 01:55:01 UTC 2025","TestGET","GET","",""
"","303","POST db_create_with_wrong_env.","tests_api","Wed Nov 19 01:53:43 UTC 2025","failed","Wed Nov 19 01:53:44 UTC 2025","TestPOST","smoke_databases","",""
"","615","POST change_password","tests_api","Wed Nov 19 01:53:31 UTC 2025","passed","Wed Nov 19 01:53:31 UTC 2025","TestPOST","POST","",""
"","387","POST is logged","tests_api","Wed Nov 19 01:53:24 UTC 2025","passed","Wed Nov 19 01:53:24 UTC 2025","TestPOST","POST","",""
"","314","GET list list_dbtypes.","tests_api","Wed Nov 19 01:55:01 UTC 2025","passed","Wed Nov 19 01:55:02 UTC 2025","TestGET","GET","",""
"","314","POST registration Bulgaria language.","tests_api","Wed Nov 19 01:53:21 UTC 2025","passed","Wed Nov 19 01:53:22 UTC 2025","TestPOST","POST","",""
"","306","POST change_password_without_token","tests_api","Wed Nov 19 01:53:32 UTC 2025","passed","Wed Nov 19 01:53:32 UTC 2025","TestPOST","POST","",""
"","301","POST db_create_with_wrong_db_version.","tests_api","Wed Nov 19 01:53:43 UTC 2025","failed","Wed Nov 19 01:53:43 UTC 2025","TestPOST","smoke_databases","",""
"","305","POST db_create_with_wrong_env.","tests_api","Wed Nov 19 01:53:29 UTC 2025","failed","Wed Nov 19 01:53:29 UTC 2025","TestPOST","POST","",""
"","645","test_login","tests_ui","Wed Nov 19 01:55:20 UTC 2025","passed","Wed Nov 19 01:55:21 UTC 2025","TestLoginPage","Test Login Page.","",""
"","0","POST get token and other params.","tests_api","Wed Nov 19 01:53:20 UTC 2025","passed","Wed Nov 19 01:53:20 UTC 2025","TestPOST","POST","",""
"","2166","test_links","tests_ui","Wed Nov 19 01:55:15 UTC 2025","passed","Wed Nov 19 01:55:17 UTC 2025","TestMainPage","Test Main Page.","",""
"","279","POST check static webpages without toke.","tests_api","Wed Nov 19 01:53:41 UTC 2025","failed","Wed Nov 19 01:53:41 UTC 2025","TestStaticWebPages","Test Static webpages","",""
"","547","test_buttons_are_clickable","tests_ui","Wed Nov 19 01:55:19 UTC 2025","passed","Wed Nov 19 01:55:20 UTC 2025","TestLoginPage","Test Login Page.","",""
"","1080","POST login/is_logged/logout","tests_api","Wed Nov 19 01:53:25 UTC 2025","passed","Wed Nov 19 01:53:26 UTC 2025","TestPOST","POST","",""
"","561","POST checking ports_len positive","tests_api","Wed Nov 19 01:53:33 UTC 2025","failed","Wed Nov 19 01:53:34 UTC 2025","TestPOST","POST","",""
